"id","university","major","degree","season","decision","decision_method","decision_date","decision_timestamp","gpa","gre_verbal","gre_quant","gre_writing","status","post_data","post_timestamp","uni_faculty","uni_pub"
462,"Johns Hopkins University (JHU)","CS","MS","F15","Rejected","E-mail","13-04-2015",1428897600,NA,NA,NA,NA,"International","13-04-2015",1428897600,22,2.4
463,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Accepted","Website","13-04-2015",1428897600,3.44,162,163,4.5,"International","13-04-2015",1428897600,50,4.7
464,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Rejected","Website","13-04-2015",1428897600,3,156,170,3,"International","13-04-2015",1428897600,50,4.7
465,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Rejected","Website","13-04-2015",1428897600,NA,NA,NA,NA,"International","13-04-2015",1428897600,50,4.7
466,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Rejected","Website","4-Nov-15",1428724800,NA,164,170,4,"International","13-04-2015",1428897600,50,4.7
467,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Rejected","Website","13-04-2015",1428897600,NA,NA,NA,NA,"International","13-04-2015",1428897600,50,4.7
468,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Rejected","Website","13-04-2015",1428897600,3.5,158,163,4,"International","13-04-2015",1428897600,50,4.7
469,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Rejected","Website","4-Nov-15",1428724800,NA,NA,NA,NA,"International","13-04-2015",1428897600,50,4.7
470,"Carnegie Mellon University (CMU)","HCI","MS","F15","Accepted","E-mail","26-02-2015",1424926800,NA,NA,NA,NA,"American","13-04-2015",1428897600,152,18.1
471,"Oregon State University","CS","MS","F15","Rejected","Website","26-03-2015",1427342400,NA,NA,NA,NA,"International","13-04-2015",1428897600,30,2.8
472,"University Of Southern California (USC)","CS","MS","F15","Accepted","E-mail","4-Dec-15",1428811200,3.83,156,164,2.5,"International with US Degree","12/4/15",1428811200,50,5.7
473,"Worcester Polythchnic Institute (WPI)","CS","MS","F15","Rejected","E-mail","4-Jan-15",1427860800,NA,NA,NA,NA,"International with US Degree","12/4/15",1428811200,20,1.5
474,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,153,161,3.5,"International","12/4/15",1428811200,37,5
475,"New York University (NYU)","CS","MS","F15","Accepted","E-mail","4-Dec-15",1428811200,NA,NA,NA,NA,"International","12/4/15",1428811200,46,4.3
476,"University Of Virginia (UVA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,3.5,147,157,NA,"International","12/4/15",1428811200,21,2.4
477,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"American","12/4/15",1428811200,47,5.8
478,"Texas A&M University, College Station (TAMU)","ECE","PhD","F15","Rejected","Postal Service","4-Sep-15",1428552000,NA,NA,NA,NA,"International","12/4/15",1428811200,38,3.1
479,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","12/4/15",1428811200,37,5
480,"University Of California, Santa Barbara (UCSB)","CS","PhD","F15","Rejected","E-mail","4-Nov-15",1428724800,3.3,154,168,4,"International","11/4/15",1428724800,25,3.5
481,"Indiana University, Bloomington","CS","MS","F14","Accepted","E-mail","2-Nov-15",1423630800,NA,NA,NA,NA,"American","11/4/15",1428724800,42,2.6
482,"University Of California, San Diego (UCSD)","ECE","MS","F15","Accepted","E-mail","4-Oct-15",1428638400,3.3,170,157,3.5,"International","11/4/15",1428724800,53,6.9
483,"University Of California, Davis (UCD)","CS","PhD","F15","Accepted","Website","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,28,2.9
484,"Johns Hopkins University (JHU)","CS","MS","F15","Accepted","E-mail","4-Nov-15",1428724800,NA,163,167,4,"International","11/4/15",1428724800,22,2.4
485,"University Of Texas, Austin (UT Austin)","ECE","PhD","F15","Rejected","Website","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,42,5.4
486,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Nov-15",1428724800,3.66,158,162,4,"International","11/4/15",1428724800,53,6.9
487,"University Of New Mexico (UNM)","CS","PhD","F15","Accepted","E-mail","4-Nov-15",1428724800,3.5,160,149,3,"International","11/4/15",1428724800,14,1.5
488,"Vanderbilt University","CS","PhD","F15","Rejected","Website","4-Oct-15",1428638400,3.7,166,169,5,"American","11/4/15",1428724800,15,1.5
489,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,53,6.9
490,"Vanderbilt University","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,3.14,145,165,3,"International","11/4/15",1428724800,15,1.5
491,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Accepted","Website","4-Nov-15",1428724800,3.5,170,152,3,"International","11/4/15",1428724800,50,4.7
492,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,165,164,5,"International","11/4/15",1428724800,37,5
493,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Nov-15",1428724800,3.9,150,170,3,"International","11/4/15",1428724800,53,6.9
494,"Arizona State University (ASU)","CS","MS","F15","Accepted","E-mail","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,26,2.3
495,"Purdue University","CS","PhD","F15","Rejected","Other","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,53,4.8
496,"University Of California, Irvine (UCI)","ECE","MS","F15","Accepted","Other","4-Nov-15",1428724800,3.42,154,170,3.5,"International","11/4/15",1428724800,55,4.3
497,"New York University (NYU)","ECE","MS","F15","Accepted","E-mail","4-Nov-15",1428724800,3.4,157,165,4,"International","11/4/15",1428724800,46,4.3
498,"Arizona State University (ASU)","CS","MS","F15","Accepted","E-mail","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,26,2.3
499,"University Of Southern California (USC)","CS","MS","F15","Accepted","E-mail","4-Oct-15",1428638400,NA,159,166,4,"International","11/4/15",1428724800,50,5.7
500,"Nothwestern University","CS","MS","F15","Accepted","E-mail","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,37,3.4
501,"Purdue University","CS","PhD","F15","Rejected","Website","4-Nov-15",1428724800,NA,NA,NA,NA,"International","11/4/15",1428724800,53,4.8
502,"Johns Hopkins University (JHU)","CS","MS","F15","Accepted","E-mail","4-Nov-15",1428724800,3.47,154,170,3.5,"International with US Degree","11/4/15",1428724800,22,2.4
503,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,3.1,164,167,NA,"American","10/4/15",1428638400,37,5
504,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
505,"Tufts University","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","10/4/15",1428638400,13,1.6
506,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International with US Degree","10/4/15",1428638400,37,5
507,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"American","10/4/15",1428638400,47,5.8
508,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
509,"University Of California, Irvine (UCI)","ECE","MS","F15","Accepted","Website","4-Oct-15",1428638400,3.7,150,158,NA,"American","10/4/15",1428638400,55,4.3
510,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,47,5.8
511,"University Of Southern California (USC)","CS","MS","F15","Accepted","Website","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,50,5.7
512,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
513,"University Of California, Los Angeles (UCLA)","CS","Other","F15","Rejected","Website","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
514,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,167,170,4,"International","10/4/15",1428638400,37,5
515,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,164,170,4,"International","10/4/15",1428638400,37,5
516,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,3.8,156,168,4,"International","10/4/15",1428638400,37,5
517,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International with US Degree","10/4/15",1428638400,37,5
518,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,3.85,152,169,3,"International","10/4/15",1428638400,37,5
519,"Rutgers University","CS","MS","F15","Accepted","E-mail","4-Aug-15",1428465600,NA,153,168,3,"International","10/4/15",1428638400,43,3.6
520,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,3.8,162,158,3.5,"International","10/4/15",1428638400,47,5.8
521,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
522,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
523,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Rejected","E-mail","4-Oct-15",1428638400,3.68,141,170,3.5,"International","10/4/15",1428638400,37,5
524,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,156,163,4,"International","10/4/15",1428638400,37,5
525,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
526,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,3.42,159,159,4,"International","10/4/15",1428638400,37,5
527,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,149,168,4,"International","10/4/15",1428638400,37,5
528,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
529,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
530,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,3.65,161,170,5,"International","10/4/15",1428638400,37,5
531,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,3.9,168,152,4,"International","10/4/15",1428638400,37,5
532,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,4,148,170,3.5,"International","10/4/15",1428638400,37,5
533,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
534,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,163,170,3.5,"Other","10/4/15",1428638400,37,5
535,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,37,5
536,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,4,156,165,3,"International","10/4/15",1428638400,37,5
537,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,NA,NA,NA,"International with US Degree","10/4/15",1428638400,37,5
538,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Oct-15",1428638400,NA,156,155,3.5,"American","10/4/15",1428638400,37,5
539,"University Of Southern California (USC)","CS","MS","F15","Accepted","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,50,5.7
540,"University Of Chicago (UChicago)","CS","MS","F14","Accepted","E-mail","18-03-2015",1426651200,NA,NA,NA,NA,"International","10/4/15",1428638400,23,2.7
541,"University Of California, Santa Barbara (UCSB)","ECE","PhD","F15","Rejected","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"International","10/4/15",1428638400,25,3.5
542,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Sep-15",1428552000,3.56,152,169,4,"International","10/4/15",1428638400,47,5.8
543,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Oct-15",1428638400,3.51,162,168,4,"International","10/4/15",1428638400,47,5.8
544,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Oct-15",1428638400,3.9,152,168,4,"International","10/4/15",1428638400,47,5.8
545,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.79,152,167,3,"International with US Degree","10/4/15",1428638400,42,5.4
546,"University Of California, Riverside (UCR)","CS","MS","F15","Wait listed","E-mail","4-Oct-15",1428638400,3.94,151,161,4,"International","10/4/15",1428638400,36,2.8
547,"University Of Southern California (USC)","CS","PhD","F15","Accepted","E-mail","4-Oct-15",1428638400,NA,NA,NA,NA,"American","10/4/15",1428638400,50,5.7
548,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,3.8,159,161,4.5,"American","9/4/15",1428552000,47,5.8
549,"Tufts University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,3.3,141,160,3,"International","9/4/15",1428552000,13,1.6
550,"University Of Massachusetts, Amherst (UMass)","CS","MS","F15","Accepted","E-mail","26-03-2015",1427342400,3.4,146,144,3,"International","9/4/15",1428552000,50,4.7
551,"University Of California, Santa Barbara (UCSB)","CS","PhD","F15","Rejected","Other","4-Sep-15",1428552000,NA,NA,NA,NA,"International with US Degree","9/4/15",1428552000,25,3.5
552,"University Of Texas, Austin (UT Austin)","ECE","PhD","F15","Rejected","Website","4-Sep-15",1428552000,NA,NA,NA,NA,"International with US Degree","9/4/15",1428552000,42,5.4
553,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,3.42,161,167,3.5,"International","9/4/15",1428552000,47,5.8
554,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,3.92,159,166,4.5,"International with US Degree","9/4/15",1428552000,47,5.8
555,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International with US Degree","9/4/15",1428552000,47,5.8
556,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International with US Degree","9/4/15",1428552000,47,5.8
557,"Columbia University","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,162,162,4.5,"American","9/4/15",1428552000,47,5.8
558,"Iowa State University (ISU)","ECE","PhD","F15","Accepted","E-mail","4-Aug-15",1428465600,3.65,147,170,3,"International","9/4/15",1428552000,15,1.5
559,"University Of Iowa","ECE","PhD","F15","Accepted","Website","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,10,1.6
560,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,53,6.9
561,"Florida State University (FSU)","CS","PhD","F15","Accepted","E-mail","4-Jul-15",1428379200,3.7,146,162,2.5,"International","9/4/15",1428552000,NA,NA
562,"University Of Southern California (USC)","CS","MS","F15","Accepted","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,50,5.7
563,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,3.8,160,168,4.5,"American","9/4/15",1428552000,37,5
564,"University Of Utah (UoU)","CS","PhD","F15","Rejected","E-mail","4-Aug-15",1428465600,3.14,145,165,3,"International","9/4/15",1428552000,40,3.6
565,"University Of California, Los Angeles (UCLA)","CS","PhD","F15","Wait listed","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,37,5
566,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,53,6.9
567,"University Of California, Davis (UCD)","ECE","MS","F15","Accepted","E-mail","26-03-2015",1427342400,NA,NA,NA,NA,"International","9/4/15",1428552000,28,2.9
568,"Arizona State University (ASU)","CS","MS","F15","Accepted","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,26,2.3
569,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,37,5
570,"Carnegie Mellon University (CMU)","ECE","MS","F15","Accepted","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,152,18.1
571,"University Of Illinois, Chicago (UIC)","CS","MS","F15","Rejected","Website","4-Sep-15",1428552000,NA,147,170,3,"International","9/4/15",1428552000,33,2.8
572,"University Of Utah (UoU)","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,157,161,4.5,"International","9/4/15",1428552000,40,3.6
573,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,3.55,149,162,3.5,"International","9/4/15",1428552000,53,6.9
574,"University Of Chicago (UChicago)","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,23,2.7
575,"University Of Utah (UoU)","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,3.7,154,163,3.5,"International","9/4/15",1428552000,40,3.6
576,"University Of Utah (UoU)","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,165,164,5,"International","9/4/15",1428552000,40,3.6
577,"University Of Utah (UoU)","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,3.3,147,168,3,"International","9/4/15",1428552000,40,3.6
578,"University Of Utah (UoU)","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,40,3.6
579,"University Of Utah (UoU)","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,142,156,3,"International","9/4/15",1428552000,40,3.6
580,"Georgia Institute Of Technology (GTech)","HCI","MS","F15","Rejected","E-mail","3-May-15",1425531600,NA,NA,NA,NA,"International","9/4/15",1428552000,73,6.7
581,"University Of Utah (UoU)","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,40,3.6
582,"University Of Utah (UoU)","CS","PhD","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,40,3.6
583,"University Of Utah (UoU)","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,40,3.6
584,"University Of Utah (UoU)","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,159,166,4,"International","9/4/15",1428552000,40,3.6
585,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Wait listed","Other","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,37,5
586,"Columbia University","CS","MS","F15","Rejected","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"American","9/4/15",1428552000,47,5.8
587,"University Of California, San Diego (UCSD)","ECE","PhD","F15","Accepted","E-mail","3-Sep-15",1425873600,NA,NA,NA,NA,"American","9/4/15",1428552000,53,6.9
588,"Carnegie Mellon University (CMU)","ECE","MS","F15","Accepted","E-mail","4-Sep-15",1428552000,NA,NA,NA,NA,"International","9/4/15",1428552000,152,18.1
589,"Columbia University","CS","MS","F15","Accepted","E-mail","4-Sep-15",1428552000,3.97,164,169,4.5,"International","9/4/15",1428552000,47,5.8
590,"Carnegie Mellon University (CMU)","ECE","MS","F15","Accepted","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,152,18.1
591,"Rice University","ECE","PhD","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International with US Degree","8/4/15",1428465600,19,2.8
592,"Rice University","ECE","PhD","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,19,2.8
593,"University Of Chicago (UChicago)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,23,2.7
594,"University Of Chicago (UChicago)","CS","MS","F15","Accepted","E-mail","4-Aug-15",1428465600,3.3,164,166,5.5,"American","8/4/15",1428465600,23,2.7
595,"George Washington University (GWU)","CS","PhD","F15","Rejected","E-mail","4-Aug-15",1428465600,2.7,148,166,3.5,"Other","8/4/15",1428465600,11,1.4
596,"University Of Virginia (UVA)","ECE","PhD","F15","Accepted","E-mail","3-Nov-15",1426046400,3.71,150,170,4,"International","8/4/15",1428465600,21,2.4
597,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Jul-15",1428379200,3.6,161,170,4,"International","8/4/15",1428465600,42,5.4
598,"Arizona State University (ASU)","CS","PhD","F15","Rejected","Website","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,26,2.3
599,"University Of Chicago (UChicago)","CS","PhD","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International with US Degree","8/4/15",1428465600,23,2.7
600,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International with US Degree","8/4/15",1428465600,42,5.4
601,"Boston University (BU)","CS","PhD","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,22,2.5
602,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.8,162,168,4.5,"International","8/4/15",1428465600,37,5
603,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.8,162,168,4.5,"International","8/4/15",1428465600,42,5.4
604,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"American","8/4/15",1428465600,37,5
605,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,157,170,NA,"International","8/4/15",1428465600,37,5
606,"University Of North Carolina, Chapel Hill (UNC)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,162,166,4,"International","8/4/15",1428465600,22,2.4
607,"University Of Wisconsin, Madison","CS","MS","F15","Accepted","E-mail","4-Aug-15",1428465600,3.6,159,159,4,"American","8/4/15",1428465600,48,5.9
608,"George Mason University (GMU)","CS","MS","F15","Rejected","E-mail","12-Mar-15",1449118800,NA,NA,NA,NA,"International","8/4/15",1428465600,28,2
609,"Nothwestern University","CS","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,NA,162,162,4.5,"American","8/4/15",1428465600,37,3.4
610,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.74,154,167,3.5,"International","8/4/15",1428465600,37,5
611,"Rutgers University","CS","MS","F15","Accepted","E-mail","4-Aug-15",1428465600,NA,160,164,4,"International","8/4/15",1428465600,43,3.6
612,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,37,5
613,"North Caroline State University (NCSU)","ECE","PhD","F15","Accepted","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"International","8/4/15",1428465600,30,2.3
614,"Johns Hopkins University (JHU)","CS","PhD","F15","Accepted","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,22,2.4
615,"University Of Texas, Dallas (UT Dallas)","CS","MS","F15","Accepted","E-mail","20-03-2015",1426824000,NA,NA,NA,NA,"International","8/4/15",1428465600,34,2.3
616,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,42,5.4
617,"Ohio State University (OSU)","CS","MS","F15","Accepted","E-mail","4-Jun-15",1428292800,NA,NA,NA,NA,"International","8/4/15",1428465600,35,3.4
618,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Aug-15",1428465600,NA,NA,NA,NA,"International with US Degree","8/4/15",1428465600,37,5
619,"University Of California, Los Angeles (UCLA)","CS","MS","F15","Rejected","Website","4-Aug-15",1428465600,NA,NA,NA,NA,"International with US Degree","8/4/15",1428465600,37,5
620,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,42,5.4
621,"University Of California, San Diego (UCSD)","CS","MS","F15","Rejected","E-mail","20-03-2015",1426824000,NA,159,166,4,"International","8/4/15",1428465600,53,6.9
622,"University Of Pennsylvania (UPenn)","CS","MS","F15","Rejected","E-mail","28-01-2015",1422421200,NA,159,166,4,"International","8/4/15",1428465600,46,5.6
623,"Georgia Institute Of Technology (GTech)","CS","MS","F15","Rejected","E-mail","28-01-2015",1422421200,NA,159,166,4,"International","8/4/15",1428465600,73,6.7
624,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,159,166,4,"International","8/4/15",1428465600,42,5.4
625,"University Of California, Davis (UCD)","CS","MS","F15","Accepted","E-mail","22-03-2015",1426996800,NA,NA,NA,NA,"International","8/4/15",1428465600,28,2.9
626,"Rutgers University","CS","MS","F15","Accepted","E-mail","4-Jul-15",1428379200,NA,148,165,3.5,"International","8/4/15",1428465600,43,3.6
627,"Colorado State University (CSU)","CS","PhD","F15","Rejected","E-mail","4-Jul-15",1428379200,2.6,163,145,3,"International","8/4/15",1428465600,10,1.2
628,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.86,152,165,4,"International","8/4/15",1428465600,42,5.4
629,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,3.48,158,168,4,"International","8/4/15",1428465600,42,5.4
630,"Georgia Institute Of Technology (GTech)","CS","MS","F15","Accepted","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,73,6.7
631,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,NA,NA,NA,"International","8/4/15",1428465600,42,5.4
632,"University Of Texas, Austin (UT Austin)","CS","MS","F15","Rejected","E-mail","4-Aug-15",1428465600,NA,167,157,4,"Other","8/4/15",1428465600,42,5.4
633,"Georgia Institute Of Technology (GTech)","CS","MS","F14","Accepted","Website","4-Aug-15",1428465600,NA,NA,NA,NA,"American","8/4/15",1428465600,73,6.7
634,"Purdue University","CS","MS","F15","Accepted","E-mail","21-03-2015",1426910400,3.3,154,166,3,"International","8/4/15",1428465600,53,4.8
